INCIDENT_DATE,STATE,AIRPORT_ID,AIRPORT,OPID,OPERATOR,ATYPE,TYPE_ENG,SPECIES_ID,SPECIES,DAMAGE,COST_REPAIRS,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,NUM_ENGS,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,REG,FLT,REMAINS_COLLECTED,REMAINS_SENT,INCIDENT_MONTH,INCIDENT_YEAR,TIME_OF_DAY,TIME,FAAREGION,ENROUTE,RUNWAY,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,STR_RAD,DAM_RAD,STR_WINDSHLD,DAM_WINDSHLD,STR_NOSE,DAM_NOSE,STR_ENG1,DAM_ENG1,STR_ENG2,DAM_ENG2,STR_ENG3,DAM_ENG3,STR_ENG4,DAM_ENG4,INGESTED,STR_PROP,DAM_PROP,STR_WING_ROT,DAM_WING_ROT,STR_FUSE,DAM_FUSE,STR_LG,DAM_LG,STR_TAIL,DAM_TAIL,STR_LGHTS,DAM_LGHTS,STR_OTHER,DAM_OTHER,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED,COMMENTS,REMARKS,AOS,COST_OTHER,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,REPORTED_NAME,REPORTED_TITLE,REPORTED_DATE,SOURCE,PERSON,NR_INJURIES,NR_FATALITIES,LUPDATE,TRANSFER,INDICATED_DAMAGE
8/22/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,FLG*,PINNACLE,CRJ100/200,D,ZX3,Sparrows,N,,188,10,22,4,A,3,2,5,5,,,N8495B,,FALSE,FALSE,8,2009,Day,,AGL,,35,,400,120,,Approach,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,1,Small,Y,,,,,,,,,,FAA Form 5200-7,,,,1/28/10 0:00,FALSE,FALSE
8/22/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,A-319,D,YL001,European starling,N,,04A,6,10,1,A,4,2,1,1,,,N368NB,,FALSE,FALSE,8,2009,Day,1205,AGL,,35,,0,160,0,Landing Roll,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,2 to 10,2 to 10,Small,Y,,"ATIS WARNING. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",,,,,,,,FAA Form 5200-7,,,,1/28/10 0:00,FALSE,FALSE
8/18/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,A-319,D,YI009,Cliff swallow,N,,04A,6,10,1,A,4,2,1,1,,,N315NB,1546,TRUE,TRUE,8,2009,Day,1020,AGL,,35,,50,140,0,Approach,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,Y,SOURCE = FOUR xxxx-x (xxxx-x-xx-xxxxxx & Rx),"ID BY SMITHSONIAN, FAA 3534.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,1/21/10 0:00,FALSE,FALSE
8/17/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,MES,MESABA AIRLINES,CRJ900,D,O2111,Rock pigeon,N,,188,17,22,4,A,4,2,5,5,,,N934XJ,3485,FALSE,FALSE,8,2009,Day,1725,AGL,,30R,,50,170,0,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,1,1,Small,Y,,,,,,,,,,FAA Form 5200-7,,,,1/28/10 0:00,FALSE,FALSE
8/16/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,FLG*,PINNACLE,CRJ-440,,YL001,European starling,N,,188,,22,4,A,,,,,,,N8904E,2409,FALSE,FALSE,8,2009,Day,1517,AGL,,35,,50,150,0,Approach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,1,1,Small,Y,SOURCE = xxxx-x & DAILY REPT,NO DMG REPTD.,,,,,Deleted,Deleted,,Multiple,Tower,,,1/14/10 0:00,FALSE,FALSE
8/15/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,A-320,D,YI,Swallows,N,,04A,3,10,1,A,4,2,1,1,,,N352NW,436,FALSE,FALSE,8,2009,Day,,AGL,,17,,0,125,0,Take-off run,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,Y,,,,,,,,,,FAA Form 5200-7,,,,1/28/10 0:00,FALSE,FALSE
8/8/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,O2111,Rock pigeon,,,,,,,,,,,,,,,,TRUE,FALSE,8,2009,,,AGL,,17/35,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-x-xxxxxx,"AT 1605 CDT, MSP ATCT PASSED ALONG A PIREP OF DEAD BIRD ON APRCH END RWY 17. REAMINS OF ONE ROCK DOVE RETRIEVED FROM C/L OF RWY AT 17 DESIGNATION MARKING. ATCT ADVISED NO STRIKES REPTD. DAY.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,1/28/10 0:00,FALSE,FALSE
8/3/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,SWA,SOUTHWEST AIRLINES,B-737-300,D,K5102,American kestrel,N,,148,24,10,1,A,4,2,1,1,,,N623SW,220,TRUE,FALSE,8,2009,Day,652,AGL,,35,,0,,0,Landing Roll,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,,SOURCE = THREE xxxx-x (xxxx-x-x-xxxxxx & Rx),SML BIRD HIT LEFT WING. NO DMG.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,1/5/10 0:00,FALSE,FALSE
7/30/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,A-330,D,Z6007,American robin,N,,04A,4,34,46,A,4,2,1,1,,,,104,FALSE,FALSE,7,2009,Night,2158,AGL,,30L,,200,,0,Climb,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,1,Small,Y,,200 ' OFF DEPT END. PILOT REPTD NO DMG TO M98.,,,,,Deleted,Deleted,7/30/09 0:00,FAA Form 5200-7,Tower,,,12/23/09 0:00,FALSE,FALSE
7/27/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,A-320,D,UNKBM,Unknown bird - medium,N,,04A,3,10,1,A,4,2,1,1,,,N350NA,,FALSE,FALSE,7,2009,Day,,AGL,,30L,,500,130,,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,1,Medium,Y,,SHORT FINAL.,,,,,,,,FAA Form 5200-7,,,,12/23/09 0:00,FALSE,FALSE
7/27/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YH004,Horned lark,,,,,,,,,,,,,,,,TRUE,TRUE,7,2009,,,AGL,,22-Apr,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,,"ID BY SMITHSONIAN, FAA 3436. FOUND DURING DAILY INSPN RWY 4/22 C/L AT TWY T. AM DAY.",,,,,Deleted,Deleted,7/27/09 0:00,FAA Form 5200-7,Carcass Found,,,12/23/09 0:00,FALSE,FALSE
7/23/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,FDX,FEDEX EXPRESS,MD-11,D,UNKBS,Unknown bird - small,N,,583,39,22,7,A,4,3,1,6,1,,N590FE,1618,FALSE,FALSE,7,2009,Night,2205,AGL,,17,,20,,0,Climb,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,,,,1,Small,,xxxx-xx-x-xxxxxx,MX INSPN FOUND EVIDENCE OF STRIKES ON CAPT WINDSHLD. NO DMG NOTED.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airline Operations,,,12/23/09 0:00,FALSE,FALSE
7/21/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,JZA,AIR CANADA JAZZ,CRJ100/200,D,K5102,American kestrel,,,188,10,22,4,A,3,2,5,5,,,,7942,FALSE,FALSE,7,2009,Day,,AGL,,12L,,0,,0,Take-off run,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PART NOT REPTD,None,,Overcast,None,,1,Small,Y,,,,,,,,,,FAA Form 5200-7,,,,12/23/09 0:00,FALSE,FALSE
7/20/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,SKW,SKYWEST AIRLINES,CRJ100/200,D,ZT104,Brown-headed cowbird,N,,188,10,22,4,A,3,2,5,5,,,N468CA,,FALSE,FALSE,7,2009,Day,913,AGL,,12L,,0,170,0,Landing Roll,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,Y,,ATIS.,,,,,,,,FAA Form 5200-7,,,,12/23/09 0:00,FALSE,FALSE
7/18/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,B-757-300,D,ZT001,Eastern meadowlark,N,,148,46,34,40,A,4,2,1,1,,,,171,TRUE,TRUE,7,2009,Day,947,AGL,,30L,,100,160,0,Climb,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,1,1,Small,Y,SOURCE = FOUR xxxx-x (xxxx-x-xx-xxxxxx & Rx),"ID BY SMITHSONIAN, FAA 3409.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,12/14/09 0:00,FALSE,FALSE
7/15/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,I1105,Black-crowned night-heron,,,,,,,,,,,,,,,,TRUE,FALSE,7,2009,,,AGL,,30L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,,xxxx-x-xx-xxxxxx,FOUND ONE BLACK CROWNED NIGHT HERON WHILE CONDUCTING DAILY RWY INSPN ON RWY 12R/30L. NEAR TWY A9. 0830 AM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/23/09 0:00,FALSE,FALSE
7/12/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YI005,Barn swallow,,,,,,,,,,,,,,,,TRUE,FALSE,7,2009,,,AGL,,12L/30R,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-xx-xxxxxx,"DURING ROUTINE RWY INSPN, REMAINS OF ONE BARN SWALLOW FOUND APPROX 50 SW OF SW EDGE OF RWY 12L/30R ALONG SE SHOULDER OF TWY P4. ATCT ADVISES NO STRIKES HAVE BEEN REPTD TODAY. 0440 AM NIGHT.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/23/09 0:00,FALSE,FALSE
7/10/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,B-757-200,D,UNKBS,Unknown bird - small,N,,148,26,34,40,A,4,2,1,1,,,N553NW,404,FALSE,FALSE,7,2009,Dawn,,AGL,,30R,,200,170,0,Approach,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,None,,1,Small,Y,,"PILOT DID NOT SEE BIRDS, JUST HEARD THUMP WHICH HE ESTIMATED WOULD HAVE BEEN FROM A SMALL BIRD ON LOWER L BELOW NOSE OF A/C. NO VISIBLE DMG SEEN.",,,,,,,,FAA Form 5200-7,,,,12/23/09 0:00,FALSE,FALSE
7/9/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YH004,Horned lark,,,,,,,,,,,,,,,,TRUE,FALSE,7,2009,,,AGL,,12L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-x-xxxxxx,REMAINS OF HORNED LARK FOUND ON 12L RWY EDGE ABEAM TWY P8. ATCT HAS NO REPTS FROM PILOTS OF A STRIKE AT THIS TIME.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/23/09 0:00,FALSE,FALSE
7/7/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,B-757-200,D,NE1,Gulls,N,,148,26,34,40,A,4,2,1,1,,,N502US,562,FALSE,FALSE,7,2009,Night,30,AGL,,30L,,1200,150,,Approach,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,1,Medium,N,,,,,,,,,,FAA Form 5200-7,,,,12/23/09 0:00,FALSE,FALSE
7/4/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,MES,MESABA AIRLINES,CRJ900,D,UNKBS,Unknown bird - small,N,,188,17,22,4,A,4,2,5,5,,,N918XJ,3783,FALSE,FALSE,7,2009,Day,1325,AGL,,30R,,0,,0,Landing Roll,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,,1,Small,Y,xxxx-x-x-xxxxxx,"STRUCK ONE SMALL BIRD BTWN TWY P2/P3. INSPECTED RWY, UNABLE TO LOCATE REMAINS. FOUND ONE SMALL SMUDGE ABOVE R WINDSCREEN. PILOT INDICATED HE WOULD ALSO COMPLETE A BIRDSTRIKE REPORT.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,12/23/09 0:00,FALSE,FALSE
6/29/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,A-320,D,UNKBL,Unknown bird - large,N,,04A,3,10,1,A,4,2,1,1,,,N373NW,,FALSE,FALSE,6,2009,Day,1550,AGL,,35,,2200,180,,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,,1,Large,Y,,BLACK. NO DMG. BIRD REMAINS ON SIDE OF FUSELAGE. 8 MILE FINAL OF RWY 35.,,,,,,,,FAA Form 5200-7,,,,11/27/09 0:00,FALSE,FALSE
6/28/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YM1102,American crow,,,,,,,,,,,,,,,,TRUE,FALSE,6,2009,,,AGL,,12R/30L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,,xxxx-x-xx-xxxxxx,RWY 30L AT TWY W5. FOUND ONE CROW DURING ROUTINE RWY INSPN OF RWY 12R/30L. 0838 AM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,11/27/09 0:00,FALSE,FALSE
6/28/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,MES,MESABA AIRLINES,CRJ100/200,D,YH004,Horned lark,N,,188,10,22,4,A,3,2,5,5,,,N477CA,3362,TRUE,TRUE,6,2009,Day,750,AGL,,35,,0,180,0,Landing Roll,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,Y,SOURCE = FOUR xxxx-x (xxxx-x-xx-xxxxxx & Rx),"ID BY SMITHSONIAN, FAA 3321. JUVENILE. (BIRD REPTD AS MOURNING DOVE BY UNKN SOURCE).",,,,,Deleted,Deleted,,Multiple,Airport Operations,,,11/25/09 0:00,FALSE,FALSE
6/27/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,NWA,NORTHWEST AIRLINES,A-320,D,ZX313,Chipping sparrow,N,,04A,3,10,1,A,4,2,1,1,,,N348NW,315,TRUE,FALSE,6,2009,Day,1458,AGL,,30L,,100,170,0,Climb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,2 to 10,2 to 10,Small,Y,SOURCE = AIRLINE & xxxx-x,ATIS WARNING. HIT FLOCK OF FINCHES ON T/O. DID NOT HEAR THEM BUT WE INFORMED TWR AND THEY FOUND CARCASSES ON RWY. INSPN FOUDN NO DMG OR INDICATION OF STRIKE.,,,,,Deleted,Deleted,7/7/09 0:00,Multiple,Airline Operations,,,11/25/09 0:00,FALSE,FALSE
6/25/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YH004,Horned lark,,,,,,,,,,,,,,,,TRUE,TRUE,6,2009,,,AGL,,17/35,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,SOURCE=THREE xxxx-x (xxxx-x-xx-xxxxxx & Rx),"ID BY SMITHSONIAN, FAA 3314. JUVENILE HORNED LARK REMAINS FOUND DURING ROUTINE RWY INSPN. NO REPT OF BIRDSTRIKE BY PILOT OR ATC. 1040 AM DAY.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,11/27/09 0:00,FALSE,FALSE
6/19/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UAL,UNITED AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,,04A,6,23,1,A,4,2,1,1,,,N821UA,385,FALSE,FALSE,6,2009,Day,,AGL,,30R,,,,,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,Y,xxxx-x-xx-xxxxxx,"CAPT REPTD UPON ARRIVAL MSP, ONLY SMALL AMT OF BLOOD ON FUSELAGE JUST BELOW CAPT WINDSHIELD. NO REMAINS COLLECTED. STARLING?",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airline Operations,,,11/27/09 0:00,FALSE,FALSE
6/18/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,S5213,Common nighthawk,,,,,,,,,,,,,,,,TRUE,FALSE,6,2009,,,AGL,,30L,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-xx-xxxxxx,"REMAINS OF COMMON NIGHTHAWK FOUND ON GRAVEL ROAD JUST OFF APCH OF 30L AT MSP, DUE TO NATURE OF BIRD, STRIKE MOST LIKELY HAPPENED EVENING OF 6/17/09 AND DISCOVERED 6/18/09.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,11/27/09 0:00,FALSE,FALSE
6/17/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,MES,MESABA AIRLINES,CRJ100/200,D,UNKBM,Unknown bird - medium,,,188,10,22,4,A,3,2,5,5,,,,,FALSE,FALSE,6,2009,Day,,AGL,,30R,,,,,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,,,1,Medium,Y,,ATIS WARNING. FLAP.,,,,,,,,FAA Form 5200-7,,,,11/27/09 0:00,FALSE,FALSE
6/16/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,DAL,DELTA AIR LINES,MD-88,D,UNKBS,Unknown bird - small,N,,583,37,34,10,A,4,2,5,5,,,,1760,FALSE,FALSE,6,2009,Day,1700,AGL,,12R,,10,140,0,Approach,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,Rain,1,1,Small,N,xxxx-x-xx-xxxxxx,,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Pilot,,,11/27/09 0:00,FALSE,FALSE
6/16/09 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,ZX004,Dark-eyed junco,,,,,,,,,,,,,,,,TRUE,FALSE,6,2009,,,AGL,,17,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-xx-xxxxxx,"BIRD FOUND APPROX 10 FT E OF TWY K C/L AND APPROX 50 FT N OF TWY K2. 1340 PM DAY. (DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1.)",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,11/27/09 0:00,FALSE,FALSE
